"Nome comercial","Nome da oportunidade","Telefone principal","Instagram","Segmento","Fonte","Tags","Dor provavel","Gancho - Abordagem","Observacoes"
"Constance - Barra Mansa","NUC TikTok Shop x Constance - Barra Mansa","+55 31 4040-4563","https://www.google.com/search?q=Constance+-+Barra+Mansa+Barra+Mansa+instagram","Calcados","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas sazonais com meses fracos; estoque de numeracoes que nao giram; concorrencia com grandes redes online; dificuldade em atrair publico jovem.","A Constance - Barra Mansa tem 2 avaliacoes em Barra Mansa. No TikTok Shop, videos de 'outfit of the day' com foco em calcados convertem muito. Quero apresentar como implementar esse canal de vendas no seu negocio.","Empresa: Constance - Barra Mansa | Local: Barra Mansa | Nota Google: 5.0 (2 avaliacoes) | Categorias: Loja de calçado | RANKING TIKTOK SHOP: Calcados - Categoria #4 global (~6% do GMV) | POR QUE ESSE NEGOCIO: Calcados femininos e casuais tem forte demanda no TikTok Shop. Unboxing e 'outfit of the day' com foco nos pes viralizam. Ticket medio bom (R$100-300). | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Via Z Barra Mansa","NUC TikTok Shop x Via Z Barra Mansa","+55 24 3401-0595","https://instagram.com/viaz_barramansa?utm_medium=copy_link","Calcados","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas sazonais com meses fracos; estoque de numeracoes que nao giram; concorrencia com grandes redes online; dificuldade em atrair publico jovem.","A Via Z Barra Mansa tem 2 avaliacoes em Barra Mansa. No TikTok Shop, videos de 'outfit of the day' com foco em calcados convertem muito. Quero apresentar como implementar esse canal de vendas no seu negocio.","Empresa: Via Z Barra Mansa | Local: Barra Mansa | Nota Google: 1.0 (2 avaliacoes) | Categorias: Loja de calçado | RANKING TIKTOK SHOP: Calcados - Categoria #4 global (~6% do GMV) | POR QUE ESSE NEGOCIO: Calcados femininos e casuais tem forte demanda no TikTok Shop. Unboxing e 'outfit of the day' com foco nos pes viralizam. Ticket medio bom (R$100-300). | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Kiuza Calçados","NUC TikTok Shop x Kiuza Calçados","Prospectar presencialmente","https://www.google.com/search?q=Kiuza+Cal%C3%A7ados+Barra+Mansa+instagram","Calcados","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas sazonais com meses fracos; estoque de numeracoes que nao giram; concorrencia com grandes redes online; dificuldade em atrair publico jovem.","Calcados sao uma das categorias que mais crescem no TikTok Shop. A Kiuza Calçados pode ter uma apresentadora mostrando seus modelos ao vivo, com unboxing e combinacoes de looks - o link de compra aparece direto na tela.","Empresa: Kiuza Calçados | Local: Barra Mansa | Nota Google: 5.0 (2 avaliacoes) | Categorias: Loja de calçado | RANKING TIKTOK SHOP: Calcados - Categoria #4 global (~6% do GMV) | POR QUE ESSE NEGOCIO: Calcados femininos e casuais tem forte demanda no TikTok Shop. Unboxing e 'outfit of the day' com foco nos pes viralizam. Ticket medio bom (R$100-300). | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Mayra Calçados","NUC TikTok Shop x Mayra Calçados","+55 24 3323-1021","https://www.instagram.com/calcadosmayra/?hl=pt-br","Calcados","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas sazonais com meses fracos; estoque de numeracoes que nao giram; concorrencia com grandes redes online; dificuldade em atrair publico jovem.","Calcados sao uma das categorias que mais crescem no TikTok Shop. A Mayra Calçados pode ter uma apresentadora mostrando seus modelos ao vivo, com unboxing e combinacoes de looks - o link de compra aparece direto na tela.","Empresa: Mayra Calçados | Local: Barra Mansa | Categorias: Loja de calçado | RANKING TIKTOK SHOP: Calcados - Categoria #4 global (~6% do GMV) | POR QUE ESSE NEGOCIO: Calcados femininos e casuais tem forte demanda no TikTok Shop. Unboxing e 'outfit of the day' com foco nos pes viralizam. Ticket medio bom (R$100-300). | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Espaço Verde SUPLEMENTOS e Alimentação Fitness","NUC TikTok Shop x Espaço Verde SUPLEMENTOS e Alimentação Fitness","+55 24 3326-9848","https://www.google.com/search?q=Espa%C3%A7o+Verde+SUPLEMENTOS+e+Alimenta%C3%A7%C3%A3o+Fitness+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Espaço Verde SUPLEMENTOS e Alimentação Fitness vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Espaço Verde SUPLEMENTOS e Alimentação Fitness | Local: Barra Mansa | Nota Google: 4.7 (124 avaliacoes) | Categorias: Loja de vitaminas e suplementos, Diner, Loja de produtos naturais, Restaurante, Loja de artigos esportivos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Vida Leve Barra Mansa","NUC TikTok Shop x Vida Leve Barra Mansa","+55 24 99850-6009","https://www.google.com/search?q=Vida+Leve+Barra+Mansa+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Vida Leve Barra Mansa tem 49 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Vida Leve Barra Mansa | Local: Barra Mansa | Nota Google: 5.0 (49 avaliacoes) | Categorias: Loja de produtos naturais | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Sr. Alecrim - Centro | Barra Mansa","NUC TikTok Shop x Sr. Alecrim - Centro | Barra Mansa","+55 24 98188-2187","https://www.google.com/search?q=Sr.+Alecrim+-+Centro+%7C+Barra+Mansa+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Sr. Alecrim - Centro | Barra Mansa vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Sr. Alecrim - Centro | Barra Mansa | Local: Barra Mansa | Nota Google: 4.8 (37 avaliacoes) | Categorias: Loja de vitaminas e suplementos, Loja de produtos naturais, Loja de comidas naturais, Loja de alimentos orgânicos | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Braves Suplementos | Barra Mansa","NUC TikTok Shop x Braves Suplementos | Barra Mansa","+55 24 99200-1283","https://www.google.com/search?q=Braves+Suplementos+%7C+Barra+Mansa+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Braves Suplementos | Barra Mansa vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Braves Suplementos | Barra Mansa | Local: Barra Mansa | Nota Google: 5.0 (36 avaliacoes) | Categorias: Loja de vitaminas e suplementos, Loja de Conveniência, Loja de produtos naturais, Loja de produtos de nutrição esportiva | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Atlantiva Natural Rio de Janeiro","NUC TikTok Shop x Atlantiva Natural Rio de Janeiro","+55 24 99969-4223","https://www.google.com/search?q=Atlantiva+Natural+Rio+de+Janeiro+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Suplementos e produtos naturais lideram o crescimento no TikTok Shop globalmente. A Atlantiva Natural Rio de Janeiro tem 18 avaliacoes e ja e confiavel - imagine adicionar um canal onde uma apresentadora explica e vende seus produtos ao vivo.","Empresa: Atlantiva Natural Rio de Janeiro | Local: Barra Mansa | Nota Google: 5.0 (18 avaliacoes) | Categorias: Loja de produtos naturais | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Grão Empório Natural","NUC TikTok Shop x Grão Empório Natural","+55 24 3028-2576","https://www.google.com/search?q=Gr%C3%A3o+Emp%C3%B3rio+Natural+Barra+Mansa+instagram","Saude e Bem-Estar","Prospeccao Ativa - TikTok Shop","Barra Mansa","Cliente precisa de educacao antes de comprar; concorrencia com e-commerces especializados; dificuldade em escalar vendas alem do bairro; margem pressionada por distribuidores.","Saude e wellness e a categoria que MAIS CRESCE no TikTok Shop (+55% ao ano). A Grão Empório Natural vende exatamente o que essa demanda explosiva procura. Quero mostrar como uma apresentadora pode educar e vender seus produtos em lives.","Empresa: Grão Empório Natural | Local: Barra Mansa | Nota Google: 4.3 (12 avaliacoes) | Categorias: Loja de produtos naturais | RANKING TIKTOK SHOP: Saude, Wellness e Suplementos - Categoria #5 global (11.2% do GMV) | POR QUE ESSE NEGOCIO: Categoria #3 global (11.2% GMV) e a que MAIS CRESCE (+55%). Suplementos, produtos naturais e wellness tem demanda explosiva. Conteudo educativo + venda = combinacao perfeita no TikTok. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
